Instant,Datetime,Season,Year,Month,Hour,Holiday,Weekday,Weather,Temperature,Atemp,Humidity,Windspeed,Casual,Registered,Total_Count,Week_name,Month_name,Weather_condition
967,2011-12-02,1,0,2,21,0,6,1,0.26,0.303,0.41,0.0,9,42,51,Sat,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
968,2011-12-02,1,0,2,22,0,6,1,0.24,0.2576,0.44,0.0896,6,39,45,Sat,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
969,2011-12-02,1,0,2,23,0,6,1,0.22,0.2273,0.51,0.1343,1,31,32,Sat,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
970,2011-02-13,1,0,2,0,0,0,1,0.2,0.2273,0.64,0.1045,5,34,39,Sun,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
971,2011-02-13,1,0,2,1,0,0,1,0.2,0.2273,0.59,0.0896,1,23,24,Sun,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
972,2011-02-13,1,0,2,2,0,0,2,0.2,0.2273,0.75,0.0896,1,19,20,Sun,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
973,2011-02-13,1,0,2,3,0,0,2,0.2,0.2273,0.69,0.1045,4,8,12,Sun,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
974,2011-02-13,1,0,2,4,0,0,2,0.2,0.2121,0.69,0.1642,0,2,2,Sun,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
975,2011-02-13,1,0,2,6,0,0,2,0.2,0.2121,0.69,0.1343,2,3,5,Sun,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
976,2011-02-13,1,0,2,7,0,0,2,0.22,0.2727,0.55,0.0,0,3,3,Sun,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
977,2011-02-13,1,0,2,8,0,0,2,0.22,0.2273,0.64,0.194,1,11,12,Sun,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
978,2011-02-13,1,0,2,9,0,0,2,0.24,0.2273,0.6,0.2239,12,35,47,Sun,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
979,2011-02-13,1,0,2,10,0,0,1,0.3,0.2727,0.45,0.3284,19,86,105,Sun,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
980,2011-02-13,1,0,2,11,0,0,1,0.32,0.2879,0.39,0.4478,26,86,112,Sun,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
981,2011-02-13,1,0,2,12,0,0,1,0.36,0.3182,0.32,0.4627,58,94,152,Sun,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
982,2011-02-13,1,0,2,13,0,0,1,0.38,0.3939,0.29,0.3582,62,92,154,Sun,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
983,2011-02-13,1,0,2,14,0,0,2,0.4,0.4091,0.3,0.4179,51,110,161,Sun,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
984,2011-02-13,1,0,2,15,0,0,2,0.4,0.4091,0.3,0.2985,40,122,162,Sun,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
985,2011-02-13,1,0,2,16,0,0,2,0.42,0.4242,0.28,0.3284,28,106,134,Sun,Feb,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
986,2011-02-13,1,0,2,17,0,0,1,0.42,0.4242,0.28,0.3284,30,95,125,Sun,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
987,2011-02-13,1,0,2,18,0,0,1,0.4,0.4091,0.32,0.2985,17,78,95,Sun,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
988,2011-02-13,1,0,2,19,0,0,1,0.4,0.4091,0.35,0.2836,11,50,61,Sun,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
989,2011-02-13,1,0,2,20,0,0,1,0.4,0.4091,0.35,0.3284,15,32,47,Sun,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
990,2011-02-13,1,0,2,21,0,0,1,0.4,0.4091,0.35,0.3582,6,45,51,Sun,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
991,2011-02-13,1,0,2,22,0,0,1,0.4,0.4091,0.35,0.2985,5,31,36,Sun,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
992,2011-02-13,1,0,2,23,0,0,1,0.4,0.4091,0.35,0.3582,3,27,30,Sun,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
993,2011-02-14,1,0,2,0,0,1,1,0.38,0.3939,0.37,0.3582,3,8,11,Mon,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
994,2011-02-14,1,0,2,1,0,1,1,0.38,0.3939,0.37,0.3582,1,6,7,Mon,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
995,2011-02-14,1,0,2,2,0,1,1,0.36,0.3333,0.4,0.2985,0,2,2,Mon,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
996,2011-02-14,1,0,2,3,0,1,1,0.34,0.3182,0.46,0.2239,1,1,2,Mon,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
997,2011-02-14,1,0,2,4,0,1,1,0.32,0.303,0.53,0.2836,0,2,2,Mon,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
998,2011-02-14,1,0,2,5,0,1,1,0.32,0.303,0.53,0.2836,0,3,3,Mon,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
999,2011-02-14,1,0,2,6,0,1,1,0.34,0.303,0.46,0.2985,1,25,26,Mon,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
1000,2011-02-14,1,0,2,7,0,1,1,0.34,0.303,0.46,0.2985,2,96,98,Mon,Feb,"Clear, Few clouds, Partly cloudy, Partly cloudy"
611,2011-01-28,1,0,1,16,0,5,1,0.22,0.2727,0.8,0.0,10,70,80,Fri,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
612,2011-01-28,1,0,1,17,0,5,1,0.24,0.2424,0.75,0.1343,2,147,149,Fri,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
613,2011-01-28,1,0,1,18,0,5,1,0.24,0.2273,0.75,0.194,2,107,109,Fri,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
614,2011-01-28,1,0,1,19,0,5,2,0.24,0.2424,0.75,0.1343,5,84,89,Fri,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
615,2011-01-28,1,0,1,20,0,5,2,0.24,0.2273,0.7,0.194,1,61,62,Fri,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
616,2011-01-28,1,0,1,21,0,5,2,0.22,0.2273,0.75,0.1343,1,57,58,Fri,Jan,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
617,2011-01-28,1,0,1,22,0,5,1,0.24,0.2121,0.65,0.3582,0,26,26,Fri,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
618,2011-01-28,1,0,1,23,0,5,1,0.24,0.2273,0.6,0.2239,1,22,23,Fri,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
619,2011-01-29,1,0,1,0,0,6,1,0.22,0.197,0.64,0.3582,2,26,28,Sat,Jan,"Clear, Few clouds, Partly cloudy, Partly cloudy"
